 X,    Y,    Z,    H,	slope,Q, AREA,	L, curve,power, downL
-472,    160,   81.9992,   81.9992,   0.11915,   6801.68,   128,   16,   -0.00151702,   810.421,   0
-472,    168,   82.0767,   82.0767,   0.118151,   6712.66,   128,   16,   -0.0015026,   793.11,   0
-472,    176,   82.1749,   82.1749,   0.118398,   6618.91,   128,   16,   -0.00139283,   783.667,   0
-472,    184,   82.2919,   82.2919,   0.119836,   6522.24,   128,   16,   -0.00118621,   781.602,   0
-472,    192,   82.4219,   82.4219,   0.121864,   6427.07,   128,   16,   -0.000901673,   783.232,   0
-472,    200,   82.5562,   82.5562,   0.123415,   6339.2,   128,   16,   -0.000584343,   782.353,   0
-472,    208,   82.6864,   82.6864,   0.123361,   6262.85,   128,   16,   -0.000299103,   772.59,   0
-472,    216,   82.8098,   82.8098,   0.121097,   6199.05,   128,   16,   -0.000104901,   750.686,   0
-472,    224,   82.9333,   82.9333,   0.116979,   6146.36,   128,   16,   -1.86935e-05,   718.994,   0
-472,    232,   83.0717,   83.0717,   0.112364,   6102.59,   128,   16,   -9.66539e-06,   685.711,   0
-472,    240,   83.2431,   83.2431,   0.108865,   6066.04,   128,   16,   -1.34025e-05,   660.381,   0
-472,    248,   83.4597,   83.4597,   0.107393,   6035.88,   128,   16,   -1.60219e-05,   648.214,   0
-472,    256,   83.7277,   83.7277,   0.108055,   6012.01,   128,   16,   -1.7074e-05,   649.627,   0
-472,    264,   84.0468,   84.0468,   0.110328,   5994.57,   128,   16,   -1.83259e-05,   661.37,   0
-472,    272,   84.411,   84.411,   0.11328,   5983.31,   128,   19.3137,   -2.00342e-05,   677.788,   0
-472,    280,   84.8115,   84.8115,   0.116068,   5976.98,   128,   19.3137,   -2.18269e-05,   693.737,   0
-472,    288,   85.2405,   85.2405,   0.118347,   5973.45,   128,   19.3137,   -2.21513e-05,   706.942,   0
-472,    296,   85.6943,   85.6943,   0.120295,   5970.86,   128,   19.3137,   -2.18957e-05,   718.263,   0
-472,    304,   86.1735,   86.1735,   0.122353,   5968.66,   128,   19.3137,   -2.10206e-05,   730.286,   0
-472,    312,   86.6805,   86.6805,   0.124846,   5967.91,   128,   19.3137,   -1.96212e-05,   745.07,   0
-472,    320,   87.2157,   87.2157,   0.127772,   5970.27,   128,   19.3137,   -1.74255e-05,   762.831,   0
-472,    328,   87.7769,   87.7769,   0.13085,   5976.61,   128,   19.3137,   -1.45216e-05,   782.041,   0
-472,    336,   88.3597,   88.3597,   0.133682,   5986.98,   128,   19.3137,   -1.2027e-05,   800.353,   0
-472,    344,   88.9585,   88.9585,   0.135933,   6000.05,   128,   19.3137,   -1.28769e-05,   815.603,   0
-472,    352,   89.5692,   89.5692,   0.137507,   6012.89,   128,   19.3137,   -1.46701e-05,   826.817,   0
-472,    360,   90.1908,   90.1908,   0.138606,   6021.44,   128,   19.3137,   -1.30448e-05,   834.607,   0
-472,    368,   90.827,   90.827,   0.139717,   6022.46,   128,   19.3137,   -1.0377e-05,   841.441,   0
-472,    376,   91.4854,   91.4854,   0.141567,   6016.84,   128,   19.3137,   -1.08564e-05,   851.788,   0
-472,    384,   92.1757,   92.1757,   0.14479,   6011.46,   128,   19.3137,   -1.23699e-05,   870.397,   0
-472,    392,   92.9057,   92.9057,   0.14958,   6017.09,   128,   19.3137,   -1.39025e-05,   900.035,   0
-472,    400,   93.6783,   93.6783,   0.155679,   6043.11,   128,   19.3137,   -1.53548e-05,   940.786,   0
-472,    408,   94.4909,   94.4909,   0.162601,   6091.69,   128,   19.3137,   -1.54365e-05,   990.512,   0
-472,    416,   95.3367,   95.3367,   0.169872,   6158.16,   128,   19.3137,   -1.3666e-05,   1046.1,   0
-472,    424,   96.2058,   96.2058,   0.177132,   6234.52,   128,   19.3137,   -9.84774e-06,   1104.34,   0
-472,    432,   97.0855,   97.0855,   0.184046,   6311.49,   128,   19.3137,   -4.79787e-06,   1161.61,   0
-472,    440,   97.96,   97.96,   0.190157,   6379.78,   128,   19.3137,   6.47e-07,   1213.16,   0
-472,    448,   98.8084,   98.8084,   0.194707,   6431.33,   128,   19.3137,   5.83932e-06,   1252.23,   0
-472,    456,   99.6028,   99.6028,   0.192894,   6462.64,   128,   19.3137,   9.23352e-06,   1246.6,   0
-472,    464,   100.301,   100.301,   0.185076,   6480.12,   128,   19.3137,   -0.000595624,   1199.32,   0
-472,    472,   100.943,   100.943,   0.177747,   6503.48,   128,   19.3137,   -0.00111391,   1155.98,   0
-472,    480,   101.556,   101.556,   0.173501,   6560.81,   128,   19.3137,   -0.00136405,   1138.31,   0
-472,    488,   102.149,   102.149,   0.172016,   6673.2,   128,   19.3137,   -0.00136247,   1147.9,   0
-472,    496,   102.724,   102.724,   0.172455,   6843.48,   128,   19.3137,   -0.00114861,   1180.19,   0
-472,    504,   103.276,   103.276,   0.172935,   7062.16,   128,   19.3137,   -0.000770416,   1221.3,   0
-472,    512,   103.794,   103.794,   0.17346,   7320.56,   128,   16,   -0.000475746,   1269.83,   0
-472,    520,   104.29,   104.29,   0.173066,   7620.36,   128,   16,   -5.62954e-05,   1318.83,   0
-472,    528,   104.749,   104.749,   0.170612,   7977.65,   128,   16,   1.40892e-05,   1361.08,   0
-472,    536,   105.189,   105.189,   0.168217,   8425.09,   128,   16,   1.45493e-05,   1417.24,   0
-472,    544,   105.619,   105.619,   0.16675,   9010.28,   128,   16,   1.62535e-05,   1502.46,   0
-472,    552,   106.032,   106.032,   0.164764,   9782.56,   128,   16,   1.93405e-05,   1611.81,   0
-472,    560,   106.413,   106.413,   0.160623,   10760.3,   128,   16,   -7.64795e-05,   1728.36,   0
-472,    568,   106.759,   106.759,   0.154483,   11888.2,   128,   16,   -0.000266737,   1836.52,   0
-472,    576,   107.075,   107.075,   0.145762,   13026.4,   128,   16,   -0.000446789,   1898.75,   0
-472,    584,   107.366,   107.366,   0.137002,   14009.8,   128,   16,   -0.00092196,   1919.36,   0
-472,    592,   107.678,   107.678,   0.131446,   14733.9,   128,   16,   -0.00101315,   1936.71,   0
-472,    600,   107.998,   107.998,   0.12707,   15185.1,   128,   16,   -0.00118583,   1929.57,   0
